x_1,x_2,x_3,x_4,x_5,x_6,x_7,y
4.72017314590433,1.07259108220018,-3.29528037019971,-1.75499902713744,0.240461700500339,-0.507369784267825,-3.17985928135179,165.686412366218
4.61228374275979,1.07756438926976,-3.28871606667342,-1.75499380660882,-1.05141253717359,-0.507354536604606,-3.17315399558021,156.299388565344
4.49662954752208,1.0914767586245,-3.28215176314712,-1.75497814502297,-0.758289009895317,-0.507339173860173,-3.16644996946774,158.297877386107
4.37341311687654,1.11126501570862,-3.27558745962083,-1.75495204237987,-0.238481342762714,-0.507323695165955,-3.15974720230471,161.608823702462
4.24285025200288,1.1317104847956,-3.26902315609453,-1.75491549867954,0.265436326019094,-0.507308099646824,-3.15304569338216,165.041588217836
4.10516962062112,1.14534599447205,-3.26245885256824,-1.75486851392198,0.658736371967752,-0.507292386421049,-3.14634544199175,167.813285670494
3.96061235650312,1.14248287528479,-3.25589454904195,-1.75481108810717,0.909701948057216,-0.507276554600243,-3.13964644742582,169.253288147241
3.80943163715101,1.11151728200955,-3.24933024551565,-1.75474322123513,1.01842857136281,-0.507260603289313,-3.13294870897738,169.726823614018
3.65189224038227,1.03971105087009,-3.24276594198936,-1.75466491330585,1.00143626129485,-0.507244531586413,-3.1262522259401,169.435727973062
3.48827008059806,0.914649116582182,-3.23620163846306,-1.75457616431933,0.883027448661716,-0.507228338582888,-3.1195569976083,167.967994891768
3.31885172554688,0.726525054033452,-3.22963733493677,-1.75447697427558,0.690146650642264,-0.507212023363226,-3.11286302327697,165.775239559836
3.14393389443,0.471264324625942,-3.22307303141047,-1.75436734317459,0.449279805372692,-0.507195585005005,-3.10617030224177,162.858136182539
2.96382293822763,0.154231217024303,-3.21650872788418,-1.75424727101636,0.184626483526674,-0.50717902257884,-3.09947883379901,159.893204284973
2.77883430315603,-0.206126262265835,-3.20994442435788,-1.75411675780089,-0.0829013973687851,-0.507162335148333,-3.09278861724564,156.904725489052
2.58929197819517,-0.575813795596899,-3.20338012083159,-1.75397580352819,-0.336133883005215,-0.507145521770018,-3.08609965187929,154.055814948346
2.39552792765466,-0.905559380043508,-3.1968158173053,-1.75382440819825,-0.561734493206084,-0.507128581493309,-3.07941193699826,150.960223503656
2.19788150977164,-1.1355144119645,-3.190251513779,-1.75366257181107,-0.750054565981258,-0.507111513360444,-3.07272547190147,148.762073636097
1.99669888235903,-1.20565216112919,-3.18368721025271,-1.75349029436665,-0.894838071768732,-0.507094316406433,-3.06604025588851,147.218804631166
1.79233239654485,-1.07180066841144,-3.17712290672641,-1.753307575865,-0.992838801389836,-0.507076989659002,-3.05935628825963,146.309183193012
1.58513997966479,-0.724916913421841,-3.17055860320012,-1.75311441630611,-1.043393828041,-0.507059532138542,-3.05267356831573,146.135341408361
1.37548450838843,-0.208213360378141,-3.16399429967383,-1.75291081568999,-1.04798424072661,-0.507041942858046,-3.04599209535837,146.977617131766
1.16373317317726,0.375897861580924,-3.15742999614753,-1.75269677401662,-1.00980473716558,-0.507024220823061,-3.03931186868973,148.006923515878
0.950256835187579,0.877663225876698,-3.15086569262124,-1.75247229128602,-0.933356722315708,-0.507006365031626,-3.03263288761268,149.151016689582
0.735429376744477,1.13583152813462,-3.14430138909494,-1.75223736749818,-0.824074403365168,-0.506988374474219,-3.02595515143071,150.086614518958
0.519627046524549,1.03405901752293,-3.13773708556865,-1.75199200265311,-0.687989536239515,-0.506970248133698,-3.01927865944799,150.808695529112
0.303227800594224,0.561866763179552,-3.13117278204235,-1.75173619675079,-0.531437632624712,-0.506951984985246,-3.0126034109693,150.249413544421
0.0866106404577255,-0.147631730506974,-3.12460847851606,-1.75146994979124,-0.360806341649799,-0.506933583996309,-3.00592940530011,149.678468801627
-0.129845050725919,-0.833885095786338,-3.11804417498977,-1.75119326177445,-0.18232520047734,-0.506915044126541,-2.99925664174649,148.810974925225
-0.345760172594297,-1.19534828660064,-3.11147987146347,-1.75090613270043,-0.00189487062044316,-0.506896364327744,-2.99258511961518,148.690080108045
-0.560756571537764,-1.02911593526964,-3.10491556793718,-1.75060856256917,0.175046759237895,-0.506877543543807,-2.98591483821358,150.288988680229
-0.774457702997435,-0.364495795123099,-3.09835126441088,-1.75030055138067,0.343624695848868,-0.506858580710651,-2.97924579684971,152.144737261992
-0.986489290945079,0.494443935778953,-3.09178696088459,-1.74998209913493,0.499596551550581,-0.506839474756163,-2.97257799483223,154.867221625093
-1.19647998338994,1.08166706823543,-3.08522265735829,-1.74965320583195,0.63939531957539,-0.506820224600142,-2.96591143147046,156.624773127465
-1.40406200276435,1.02186072133672,-3.078658353832,-1.74931387147174,0.760148690614365,-0.506800829154229,-2.95924610607436,157.137365561239
-1.60887179004919,0.297467180562529,-3.07209405030571,-1.74896409605429,0.859678298160591,-0.506781287321856,-2.95258201795451,155.774135166861
-1.81055064151086,-0.661635141374831,-3.06552974677941,-1.74860387957961,0.936482128241628,-0.506761597998174,-2.94591916642215,153.751561495575
-2.00874533693482,-1.19718452496876,-3.05896544325312,-1.74823322204769,0.989703132765975,-0.50674176007,-2.93925755078915,152.479669920133
-2.20310875825523,-0.878900037751529,-3.05240113972682,-1.74785212345852,1.01908685979447,-0.506721772415744,-2.93259717036802,152.951192540872
-2.39330049749733,0.10700791421725,-3.04583683620053,-1.74746058381213,1.02493067040695,-0.506701633905356,-2.92593802447192,155.155317680506
-2.57898745296775,0.998586977303485,-3.03927253267424,-1.74705860310849,1.008026859728,-0.506681343400253,-2.91928011241462,156.628683302617
-2.75984441264861,1.02234210949044,-3.03270822914794,-1.74664618134762,0.969601746305269,-0.50666089975326,-2.91262343351054,155.718539145458
-2.93555462377362,0.100066447126455,-3.02614392562165,-1.74622331852951,0.911252544931231,-0.506640301808545,-2.90596798707474,152.993641861926
-3.10581034758871,-0.959207406969706,-3.01957962209535,-1.74579001465416,0.834883597334038,-0.50661954840155,-2.8993137724229,149.853886126499
-3.27031339832549,-1.12183562221695,-3.01301531856906,-1.74534626972158,0.742643306005415,-0.50659863835893,-2.89266078887134,148.49956837024
-3.42877566544359,-0.168389294787691,-3.00645101504276,-1.74489208373176,0.636862900953071,-0.506577570498482,-2.88600903573702,149.698430259967
-3.58091961822731,0.945031410750892,-2.99988671151647,-1.7444274566847,0.519997968811264,-0.506556343629082,-2.87935851233753,150.598917857461
-3.72647879185272,0.988531705389976,-2.99332240799018,-1.7439523885804,0.394573489379496,-0.506534956550615,-2.87270921799107,149.857786694477
-3.86519825407401,-0.144423287856327,-2.98675810446388,-1.74346687941887,0.263132956684398,-0.506513408053909,-2.8660611520165,146.066532218697
-3.99683505171165,-1.15280195955994,-2.98019380093759,-1.7429709292001,0.12819201010145,-0.506491696920665,-2.85941431373327,142.526757294615
-4.12115863616043,-0.774126968526158,-2.97362949741129,-1.74246453792409,-0.00780313433081075,-0.506469821923389,-2.85276870246151,142.310082311888
-4.23795126717216,0.567894576429082,-2.967065193885,-1.74194770559084,-0.142512282006564,-0.506447781825324,-2.84612431752193,143.861088151398
-4.34700839420581,1.12238783678155,-2.9605008903587,-1.74142043220036,-0.273732821582489,-0.506425575380377,-2.83948115823589,144.009968345782
-4.44813901467718,0.0878134159040006,-2.95393658683241,-1.74088271775264,-0.399426275351833,-0.50640320133305,-2.83283922392537,140.872635566999
-4.54116600848069,-1.12323838112047,-2.94737228330612,-1.74033456224768,-0.517739940089011,-0.50638065841837,-2.82619851391298,137.208386751201
-4.62592644819748,-0.729247757009821,-2.94080797977982,-1.73977596568549,-0.627023784957993,-0.506357945361817,-2.81955902752195,136.85256626073
-4.70227188444635,0.731862867170976,-2.93424367625353,-1.73920692806606,-0.725842826246505,-0.50633506087925,-2.81292076407614,139.66061003286
-4.7700686058779,1.00374615915795,-2.92767937272723,-1.73862744938939,-0.81298524132191,-0.506312003676838,-2.80628372290001,139.326066764546
-4.82919787335656,-0.396743669781098,-2.92111506920094,-1.73803752965548,-0.887466517259306,-0.506288772450985,-2.79964790331866,135.661744185359
-4.87955612792018,-1.1924362620192,-2.91455076567464,-1.73743716886434,-0.948529954005818,-0.506265365888252,-2.79301330465782,133.675820261749
-4.92105517215314,0.0017194845290975,-2.90798646214835,-1.73682636701596,-0.995643858627037,-0.506241782665293,-2.78637992624382,135.961056504154
-4.95362232465529,1.14297364615302,-2.90142215862206,-1.73620512411034,-1.02849577700371,-0.506218021448769,-2.77974776740363,138.185690306396
-4.97720054733606,0.161657195749026,-2.89485785509576,-1.73557344014749,-1.04698411314036,-0.506194080895281,-2.77311682746481,135.677335225722
-4.99174854531098,-1.17839551899284,-2.88829355156947,-1.73493131512739,-1.05120748479622,-0.506169959651288,-2.76648710575556,132.754250743369
-4.99724083922546,-0.328892254202951,-2.88172924804317,-1.73427874905006,-1.04145215818731,-0.506145656353036,-2.75985860160469,135.048968637942
-4.99366780987939,1.10542109659552,-2.87516494451688,-1.7336157419155,-1.01817789472183,-0.506121169626476,-2.75323131434164,138.354099123192
-4.98103571507412,0.261807670012277,-2.86860064099058,-1.73294229372369,-0.982002529751441,-0.50609649808719,-2.74660524329643,137.1977593861
-4.95936667865261,-1.18127644952044,-2.86203633746429,-1.73225840447465,-0.933685587730509,-0.506071640340309,-2.73998038779973,134.214588583741
-4.92869865175172,-0.202404860626406,-2.855472033938,-1.73156407416837,-0.874111220506303,-0.506046594980439,-2.7333567471828,137.126288243923
-4.88908534633462,1.14482660717778,-2.8489077304117,-1.73085930280486,-0.804270736196116,-0.506021360591576,-2.72673432077754,140.900305322171
-4.84059614111968,-0.0957817014809209,-2.84234342688541,-1.7301440903841,-0.72524496567888,-0.505995935747031,-2.72011310791644,139.070180288296
-4.78331596007066,-1.18537327210651,-2.83577912335911,-1.72941843690611,-0.638186692527044,-0.505970319009346,-2.7134931079326,137.578428582817
-4.71734512366087,0.380398772775161,-2.82921481983282,-1.72868234237088,-0.544303350575712,-0.505944508930214,-2.70687432015975,141.920201747733
-4.64279917317202,0.977080546212772,-2.82265051630652,-1.72793580677842,-0.444840171574994,-0.505918504050398,-2.7002567439322,582.886959951072
-4.55980866833527,-0.837385173431454,-2.81608621278023,-1.72717883012872,-0.341063943764327,-0.505892302899645,-2.6936403785849,141.091708867316
-4.46851895866896,-0.674249600462036,-2.80952190925394,-1.72641141242178,-0.234247520974102,-0.505865903996608,-2.6870252234534,142.572813412396
-4.36908992891362,1.0878388416685,-2.80295760572764,-1.7256335536576,-0.125655201196992,-0.505839305848759,-2.68041127787383,148.026926358324
-4.26169571900988,0.00762633593596561,-2.79639330220135,-1.72484525383618,-0.0165290736439106,-0.505812506952303,-2.67379854118296,146.654872577289
-4.14652441910994,-1.16221140278472,-2.78982899867505,-1.72404651295753,0.0919235857556987,-0.505785505792098,-2.66718701271817,145.436910256162
-4.02377774015653,0.646675808503685,-2.78326469514876,-1.72323733102164,0.198541808522033,-0.505758300841564,-2.6605766918174,150.497282436713
-3.89367066060654,0.633041445257897,-2.77670039162247,-1.72241770802852,0.302221272577673,-0.505730890562602,-2.65396757781925,151.670243687102
-3.75643104991787,-1.1803682324225,-2.77013608809617,-1.72158764397815,0.401923456970383,-0.505703273405502,-2.64735967006289,148.648690992645
-3.612299269459,0.19644711831136,-2.76357178456988,-1.72074713887055,0.496683598041259,-0.505675447808859,-2.64075296788809,153.17851896206
-3.46152775154026,0.92291287171957,-2.75700748104358,-1.71989619270571,0.58561744619605,-0.505647412199482,-2.63414747063525,155.987547934189
-3.30438055730398,-1.07104916474594,-2.75044317751729,-1.71903480548364,0.667926834700174,-0.505619164992307,-2.62754317764534,152.50530840862
-3.14113291424806,-0.0347419545998438,-2.74387887399099,-1.71816297720433,0.742904082962119,-0.505590704590308,-2.62094008825995,155.750558813456
-2.97207073419263,1.00092685021574,-2.7373145704647,-1.71728070786778,0.809935266608718,-0.505562029384403,-2.61433820182127,159.435162107414
-2.7974901125343,-1.04221107402755,-2.73075026693841,-1.71638799747399,0.868502395312804,-0.505533137753367,-2.60773751767207,155.701932908651
-2.61769680966483,-0.00687561419916469,-2.72418596341211,-1.71548484602296,0.918184546841302,-0.50550402806374,-2.60113803515574,159.040878020793
-2.43300571546265,0.94082001554675,-2.71762165988582,-1.7145712535147,0.95865801219009,-0.505474698669732,-2.59453975361627,162.032228599922
-2.24374029779484,-1.12986397618547,-2.71105735635952,-1.7136472199492,0.989695512006692,-0.505445147913131,-2.58794267239821,158.075062558322
-2.05023203599573,0.277844341248218,-2.70449305283323,-1.71271274532647,1.01116454882463,-0.50541537412321,-2.58134679084675,162.272542387633
-1.85281984031423,0.683461512115389,-2.69792874930693,-1.71176782964649,1.02302496299901,-0.505385375616634,-2.57475210830764,163.675329726038
-1.65184945834663,-1.20694930358496,-2.69136444578064,-1.71081247290928,1.0253257626999,-0.505355150697362,-2.56815862412727,160.515841823018
-1.44767286949444,0.755661024433645,-2.68480014225435,-1.70984667511483,1.01820129994893,-0.50532469765655,-2.56156633765257,165.364183709611
-1.2406476685079,0.100637235169785,-2.67823583872805,-1.70887043626315,1.00186686553641,-0.50529401477246,-2.5549752482311,164.263145124237
-1.03113643919478,-0.97351769032243,-2.67167153520176,-1.70788375635423,0.976613775794393,-0.505263100310358,-2.54838535521098,162.21315276928
-0.819506119391302,1.13320349957552,-2.66510723167546,-1.70688663538807,0.942804023687332,-0.505231952522416,-2.54179665794097,167.358441406695
-0.606127358307447,-0.742522552348385,-2.65854292814917,-1.70587907336467,0.900864565578409,-0.505200569647616,-2.53520915577038,163.615277126493
-0.391373867372169,-0.141249506802054,-2.65197862462287,-1.70486107028403,0.851281313397576,-0.505168949911647,-2.52862284804911,165.264365119176
-0.175621765715424,0.82553995306009,-2.64541432109658,-1.70383262614616,0.794592899835914,-0.505137091526809,-2.52203773412768,167.649498116284
0.0407510785666313,-1.20515767388487,-2.63885001757029,-1.70279374095105,0.731384281678483,-0.505104992691907,-2.51545381335716,163.577153032743
0.257365710209618,0.935301022804073,-2.63228571404399,-1.70174441469871,0.662280243519699,-0.505072651592152,-2.50887108508925,168.517226979889
0.4738427504829,-0.396197829287005,-2.6257214105177,-1.70068464738912,0.587938860935494,-0.505040066399058,-2.50228954867619,165.625644533285
0.689803061633286,-0.384023341251225,-2.6191571069914,-1.6996144390223,0.5090449787655,-0.505007235270341,-2.49570920347085,165.547321306744
0.904868410906651,0.893168542378887,-2.61259280346511,-1.69853378959824,0.426303756535206,-0.504974156349808,-2.48913004882666,168.544960257028
1.11866213298454,-1.20189327799244,-2.60602849993882,-1.69744269911695,0.340434329267584,-0.50494082776726,-2.48255208409763,164.322100976384
1.33080978967558,1.02919177254198,-2.59946419641252,-1.69634116757842,0.252163628039,-0.504907247638382,-2.47597530863838,168.923166793286
